energy_eV_rel_EF,spin,dos,projection,system,state
2.75137,down,4.3469999999999975e-06,Obridge p,pristine,*OH
2.75137,up,8.6e-05,Obridge p,pristine,*OH
2.85637,down,0.00103615,Obridge p,pristine,*OH
2.85637,up,0.0008471,Obridge p,pristine,*OH
2.96237,down,0.0024666,Obridge p,pristine,*OH
2.96237,up,0.0017196,Obridge p,pristine,*OH
-5.90022,down,0.072697,Coact d,pristine,*O
-5.90022,up,0.61513,Coact d,pristine,*O
-5.79522,down,0.077876,Coact d,pristine,*O
-5.79522,up,0.33242,Coact d,pristine,*O
-5.68922,down,0.073589,Coact d,pristine,*O
-5.68922,up,0.08880900000000001,Coact d,pristine,*O
-5.58322,down,0.078054,Coact d,pristine,*O
-5.58322,up,0.068906,Coact d,pristine,*O
-5.47722,down,0.062017,Coact d,pristine,*O
-5.47722,up,0.14751,Coact d,pristine,*O
-5.37122,down,0.0241111,Coact d,pristine,*O
-5.37122,up,0.20076,Coact d,pristine,*O
-5.26522,down,0.012591499999999999,Coact d,pristine,*O
-5.26522,up,0.21259,Coact d,pristine,*O
-5.15922,down,0.0224952,Coact d,pristine,*O
-5.15922,up,0.22248,Coact d,pristine,*O
-5.05322,down,0.0033670999999999996,Coact d,pristine,*O
-5.05322,up,0.24015,Coact d,pristine,*O
-4.94722,down,-0.010999567,Coact d,pristine,*O
-4.94722,up,0.2659,Coact d,pristine,*O
-4.84122,down,0.15582100000000002,Coact d,pristine,*O
-4.84122,up,0.3199,Coact d,pristine,*O
-4.73522,down,0.502849,Coact d,pristine,*O
-4.73522,up,0.43107,Coact d,pristine,*O
-4.62922,down,0.616495,Coact d,pristine,*O
-4.62922,up,0.63597,Coact d,pristine,*O
-4.52322,down,0.402665,Coact d,pristine,*O
-4.52322,up,0.81061,Coact d,pristine,*O
-4.41722,down,0.217927,Coact d,pristine,*O
-4.41722,up,0.8188,Coact d,pristine,*O
-4.31122,down,0.174465,Coact d,pristine,*O
-4.31122,up,0.8766,Coact d,pristine,*O
-4.20522,down,0.21125699999999997,Coact d,pristine,*O
-4.20522,up,0.9785,Coact d,pristine,*O
-4.10022,down,0.242588,Coact d,pristine,*O
-4.10022,up,0.81053,Coact d,pristine,*O
-3.99422,down,0.25638,Coact d,pristine,*O
-3.99422,up,0.48562,Coact d,pristine,*O
-3.88822,down,0.33577,Coact d,pristine,*O
-3.88822,up,0.26172,Coact d,pristine,*O
-3.78222,down,0.52447,Coact d,pristine,*O
-3.78222,up,0.199104,Coact d,pristine,*O
-3.67622,down,0.82509,Coact d,pristine,*O
-3.67622,up,0.29011,Coact d,pristine,*O
-3.57022,down,1.04759,Coact d,pristine,*O
-3.57022,up,0.438889,Coact d,pristine,*O
-3.46422,down,0.99138,Coact d,pristine,*O
-3.46422,up,0.508832,Coact d,pristine,*O
-3.35822,down,0.7373999999999999,Coact d,pristine,*O
-3.35822,up,0.56489,Coact d,pristine,*O
-3.25222,down,0.54122,Coact d,pristine,*O
-3.25222,up,0.6907000000000001,Coact d,pristine,*O
-3.14622,down,0.52878,Coact d,pristine,*O
-3.14622,up,0.7223999999999999,Coact d,pristine,*O
-3.04022,down,0.57069,Coact d,pristine,*O
-3.04022,up,0.55153,Coact d,pristine,*O
-2.93422,down,0.57892,Coact d,pristine,*O
-2.93422,up,0.32191000000000003,Coact d,pristine,*O
-2.82822,down,0.60923,Coact d,pristine,*O
-2.82822,up,0.17572,Coact d,pristine,*O
-2.72222,down,0.64034,Coact d,pristine,*O
-2.72222,up,0.13072,Coact d,pristine,*O
-2.61622,down,0.60399,Coact d,pristine,*O
-2.61622,up,0.16139,Coact d,pristine,*O
-2.51022,down,0.52354,Coact d,pristine,*O
-2.51022,up,0.21252000000000001,Coact d,pristine,*O
-2.40522,down,0.47945000000000004,Coact d,pristine,*O
-2.40522,up,0.20901,Coact d,pristine,*O
-2.29922,down,0.50997,Coact d,pristine,*O
-2.29922,up,0.15142,Coact d,pristine,*O
-2.19322,down,0.60232,Coact d,pristine,*O
-2.19322,up,0.096648,Coact d,pristine,*O
-2.08722,down,0.79257,Coact d,pristine,*O
-2.08722,up,0.062168,Coact d,pristine,*O
-1.98122,down,0.99441,Coact d,pristine,*O
-1.98122,up,0.039656,Coact d,pristine,*O
-1.87522,down,0.91857,Coact d,pristine,*O
-1.87522,up,0.032213,Coact d,pristine,*O
-1.76922,down,0.56063,Coact d,pristine,*O
-1.76922,up,0.042704,Coact d,pristine,*O
-1.66322,down,0.2566702,Coact d,pristine,*O
-1.66322,up,0.063727,Coact d,pristine,*O
-1.55722,down,0.112052,Coact d,pristine,*O
-1.55722,up,0.0833,Coact d,pristine,*O
-1.45122,down,0.040645,Coact d,pristine,*O
-1.45122,up,0.08836,Coact d,pristine,*O
-1.34522,down,0.0119148,Coact d,pristine,*O
-1.34522,up,0.07522,Coact d,pristine,*O
-1.23922,down,0.01425749,Coact d,pristine,*O
-1.23922,up,0.062726,Coact d,pristine,*O
-1.13322,down,0.028739999999999998,Coact d,pristine,*O
-1.13322,up,0.07164000000000001,Coact d,pristine,*O
-1.02722,down,0.038496999999999997,Coact d,pristine,*O
-1.02722,up,0.103584,Coact d,pristine,*O
-0.92122,down,0.037152,Coact d,pristine,*O
-0.92122,up,0.151677,Coact d,pristine,*O
-0.81522,down,0.03071,Coact d,pristine,*O
-0.81522,up,0.189976,Coact d,pristine,*O
-0.71022,down,0.022409,Coact d,pristine,*O
-0.71022,up,0.173764,Coact d,pristine,*O
-0.60422,down,0.01156,Coact d,pristine,*O
-0.60422,up,0.110676,Coact d,pristine,*O
-0.49822,down,0.00225432,Coact d,pristine,*O
-0.49822,up,0.060688,Coact d,pristine,*O
-0.39222,down,-0.004642507000000001,Coact d,pristine,*O
-0.39222,up,0.1274197,Coact d,pristine,*O
-0.28622,down,-0.00311578,Coact d,pristine,*O
-0.28622,up,0.3921797,Coact d,pristine,*O
-0.18022,down,0.037332699999999996,Coact d,pristine,*O
-0.18022,up,0.6905785,Coact d,pristine,*O
-0.07422,down,0.10622251,Coact d,pristine,*O
-0.07422,up,0.891411,Coact d,pristine,*O
0.03178,down,0.106458,Coact d,pristine,*O
0.03178,up,1.045719,Coact d,pristine,*O
0.13778,down,0.045773799999999996,Coact d,pristine,*O
0.13778,up,0.870768,Coact d,pristine,*O
0.24378,down,0.0669132,Coact d,pristine,*O
0.24378,up,0.3441967,Coact d,pristine,*O
0.34978,down,0.15637679999999998,Coact d,pristine,*O
0.34978,up,0.00026506000000000007,Coact d,pristine,*O
0.45578,down,0.14692,Coact d,pristine,*O
0.45578,up,-0.041275809999999996,Coact d,pristine,*O
0.56178,down,0.048972,Coact d,pristine,*O
0.56178,up,-0.011260973,Coact d,pristine,*O
0.66778,down,-0.0048164,Coact d,pristine,*O
0.66778,up,-0.000616883,Coact d,pristine,*O
0.77378,down,-0.0067681,Coact d,pristine,*O
0.77378,up,0.000202073,Coact d,pristine,*O
0.87978,down,-0.0016959499999999999,Coact d,pristine,*O
0.87978,up,8.79977e-05,Coact d,pristine,*O
0.98478,down,-0.00204953,Coact d,pristine,*O
0.98478,up,5.1197570000000004e-05,Coact d,pristine,*O
1.09078,down,-0.0220436,Coact d,pristine,*O
1.09078,up,3.2424640000000006e-06,Coact d,pristine,*O
1.19678,down,-0.128931,Coact d,pristine,*O
1.19678,up,-9.449849999999999e-06,Coact d,pristine,*O
1.30278,down,-0.27642,Coact d,pristine,*O
1.30278,up,-3.646497e-06,Coact d,pristine,*O
1.40878,down,0.4801843,Coact d,pristine,*O
1.40878,up,-5.63819e-07,Coact d,pristine,*O
1.51478,down,3.3262,Coact d,pristine,*O
1.51478,up,-4.3301000000000005e-08,Coact d,pristine,*O
1.62078,down,5.831799999999999,Coact d,pristine,*O
1.62078,up,-1.7655220000000001e-09,Coact d,pristine,*O
1.72678,down,4.353,Coact d,pristine,*O
1.72678,up,-3.930124e-11,Coact d,pristine,*O
1.83278,down,1.5321,Coact d,pristine,*O
1.83278,up,-4.85126e-13,Coact d,pristine,*O
1.93878,down,1.238617,Coact d,pristine,*O
1.93878,up,-1.10886e-14,Coact d,pristine,*O
2.04478,down,1.80165,Coact d,pristine,*O
2.04478,up,-8.8731e-13,Coact d,pristine,*O
2.15078,down,1.080005,Coact d,pristine,*O
2.15078,up,-5.705599999999999e-11,Coact d,pristine,*O
2.25678,down,0.1419911,Coact d,pristine,*O
2.25678,up,-2.04425e-09,Coact d,pristine,*O
2.36278,down,-0.096426582,Coact d,pristine,*O
2.36278,up,-4.0284e-08,Coact d,pristine,*O
2.46878,down,-0.0415052787,Coact d,pristine,*O
2.46878,up,-4.2485e-07,Coact d,pristine,*O
2.57478,down,-0.00714423,Coact d,pristine,*O
2.57478,up,-2.22906e-06,Coact d,pristine,*O
2.67978,down,-0.007653180000000001,Coact d,pristine,*O
2.67978,up,-4.2118e-06,Coact d,pristine,*O
2.78578,down,-0.0455947,Coact d,pristine,*O
2.78578,up,8.003599999999999e-06,Coact d,pristine,*O
2.89178,down,-0.1100477,Coact d,pristine,*O
2.89178,up,4.974e-05,Coact d,pristine,*O
2.99778,down,0.148425,Coact d,pristine,*O
2.99778,up,9.0863e-05,Coact d,pristine,*O
-5.90022,down,0.0056816,Oads p,pristine,*O
-5.90022,up,0.11442,Oads p,pristine,*O
-5.79522,down,0.0062022,Oads p,pristine,*O
-5.79522,up,0.07797,Oads p,pristine,*O
-5.68922,down,0.00496,Oads p,pristine,*O
-5.68922,up,0.026206,Oads p,pristine,*O
-5.58322,down,0.0039718999999999996,Oads p,pristine,*O
-5.58322,up,0.009148,Oads p,pristine,*O
-5.47722,down,0.0029346,Oads p,pristine,*O
-5.47722,up,0.017269,Oads p,pristine,*O
-5.37122,down,0.0013536,Oads p,pristine,*O
-5.37122,up,0.033469,Oads p,pristine,*O
-5.26522,down,0.00071739,Oads p,pristine,*O
-5.26522,up,0.06035,Oads p,pristine,*O
-5.15922,down,-0.0008028000000000001,Oads p,pristine,*O
-5.15922,up,0.08882000000000001,Oads p,pristine,*O
-5.05322,down,-0.0095812,Oads p,pristine,*O
-5.05322,up,0.09310000000000002,Oads p,pristine,*O
-4.94722,down,-0.008629000000000001,Oads p,pristine,*O
-4.94722,up,0.10014999999999999,Oads p,pristine,*O
-4.84122,down,0.07783,Oads p,pristine,*O
-4.84122,up,0.13804,Oads p,pristine,*O
-4.73522,down,0.24586,Oads p,pristine,*O
-4.73522,up,0.14621,Oads p,pristine,*O
-4.62922,down,0.28927,Oads p,pristine,*O
-4.62922,up,0.11560000000000001,Oads p,pristine,*O
-4.52322,down,0.16469,Oads p,pristine,*O
-4.52322,up,0.11578,Oads p,pristine,*O
-4.41722,down,0.07175999999999999,Oads p,pristine,*O
-4.41722,up,0.12153,Oads p,pristine,*O
-4.31122,down,0.08231,Oads p,pristine,*O
-4.31122,up,0.09381,Oads p,pristine,*O
-4.20522,down,0.13254,Oads p,pristine,*O
-4.20522,up,0.07055,Oads p,pristine,*O
-4.10022,down,0.13627,Oads p,pristine,*O
-4.10022,up,0.06714,Oads p,pristine,*O
-3.99422,down,0.10331,Oads p,pristine,*O
-3.99422,up,0.06623,Oads p,pristine,*O
-3.88822,down,0.11171,Oads p,pristine,*O
-3.88822,up,0.0634,Oads p,pristine,*O
-3.78222,down,0.22389,Oads p,pristine,*O
-3.78222,up,0.0993,Oads p,pristine,*O
-3.67622,down,0.5395,Oads p,pristine,*O
-3.67622,up,0.21445,Oads p,pristine,*O
-3.57022,down,0.9479,Oads p,pristine,*O
-3.57022,up,0.31877,Oads p,pristine,*O
-3.46422,down,1.0444,Oads p,pristine,*O
-3.46422,up,0.36837,Oads p,pristine,*O
-3.35822,down,0.7133,Oads p,pristine,*O
-3.35822,up,0.56847,Oads p,pristine,*O
-3.25222,down,0.33018000000000003,Oads p,pristine,*O
-3.25222,up,0.9505399999999999,Oads p,pristine,*O
-3.14622,down,0.16193,Oads p,pristine,*O
-3.14622,up,1.1080699999999999,Oads p,pristine,*O
-3.04022,down,0.14284,Oads p,pristine,*O
-3.04022,up,0.8451,Oads p,pristine,*O
-2.93422,down,0.19162,Oads p,pristine,*O
-2.93422,up,0.47729,Oads p,pristine,*O
-2.82822,down,0.26922,Oads p,pristine,*O
-2.82822,up,0.25111,Oads p,pristine,*O
-2.72222,down,0.28761000000000003,Oads p,pristine,*O
-2.72222,up,0.18664999999999998,Oads p,pristine,*O
-2.61622,down,0.22031,Oads p,pristine,*O
-2.61622,up,0.28321999999999997,Oads p,pristine,*O
-2.51022,down,0.15203,Oads p,pristine,*O
-2.51022,up,0.44498000000000004,Oads p,pristine,*O
-2.40522,down,0.12865,Oads p,pristine,*O
-2.40522,up,0.47864,Oads p,pristine,*O
-2.29922,down,0.10921,Oads p,pristine,*O
-2.29922,up,0.36386999999999997,Oads p,pristine,*O
-2.19322,down,0.07488,Oads p,pristine,*O
-2.19322,up,0.23593,Oads p,pristine,*O
-2.08722,down,0.08207,Oads p,pristine,*O
-2.08722,up,0.148433,Oads p,pristine,*O
-1.98122,down,0.16452,Oads p,pristine,*O
-1.98122,up,0.094191,Oads p,pristine,*O
-1.87522,down,0.24983000000000002,Oads p,pristine,*O
-1.87522,up,0.083138,Oads p,pristine,*O
-1.76922,down,0.28278,Oads p,pristine,*O
-1.76922,up,0.138203,Oads p,pristine,*O
-1.66322,down,0.27094999999999997,Oads p,pristine,*O
-1.66322,up,0.30289,Oads p,pristine,*O
-1.55722,down,0.19304,Oads p,pristine,*O
-1.55722,up,0.5555,Oads p,pristine,*O
-1.45122,down,0.086035,Oads p,pristine,*O
-1.45122,up,0.7243999999999999,Oads p,pristine,*O
-1.34522,down,0.0283777,Oads p,pristine,*O
-1.34522,up,0.7045,Oads p,pristine,*O
-1.23922,down,0.02628175,Oads p,pristine,*O
-1.23922,up,0.5848,Oads p,pristine,*O
-1.13322,down,0.036825,Oads p,pristine,*O
-1.13322,up,0.49770000000000003,Oads p,pristine,*O
-1.02722,down,0.0393,Oads p,pristine,*O
-1.02722,up,0.4919,Oads p,pristine,*O
-0.92122,down,0.038029999999999994,Oads p,pristine,*O
-0.92122,up,0.49729999999999996,Oads p,pristine,*O
-0.81522,down,0.032957,Oads p,pristine,*O
-0.81522,up,0.5318,Oads p,pristine,*O
-0.71022,down,0.021900000000000003,Oads p,pristine,*O
-0.71022,up,0.6245,Oads p,pristine,*O
-0.60422,down,0.008859,Oads p,pristine,*O
-0.60422,up,0.5842,Oads p,pristine,*O
-0.49822,down,-0.0108245,Oads p,pristine,*O
-0.49822,up,0.3456,Oads p,pristine,*O
-0.39222,down,-0.058281,Oads p,pristine,*O
-0.39222,up,0.12266,Oads p,pristine,*O
-0.28622,down,-0.034222,Oads p,pristine,*O
-0.28622,up,0.028009,Oads p,pristine,*O
-0.18022,down,0.44326999999999994,Oads p,pristine,*O
-0.18022,up,0.07302,Oads p,pristine,*O
-0.07422,down,1.2608,Oads p,pristine,*O
-0.07422,up,0.36072,Oads p,pristine,*O
0.03178,down,1.2779,Oads p,pristine,*O
0.03178,up,0.7627999999999999,Oads p,pristine,*O
0.13778,down,0.54047,Oads p,pristine,*O
0.13778,up,0.755,Oads p,pristine,*O
0.24378,down,0.610463,Oads p,pristine,*O
0.24378,up,0.31515,Oads p,pristine,*O
0.34978,down,1.41726,Oads p,pristine,*O
0.34978,up,0.0057734,Oads p,pristine,*O
0.45578,down,1.341262,Oads p,pristine,*O
0.45578,up,-0.03523,Oads p,pristine,*O
0.56178,down,0.4479769,Oads p,pristine,*O
0.56178,up,-0.010289,Oads p,pristine,*O
0.66778,down,-0.0441297,Oads p,pristine,*O
0.66778,up,-0.0009518,Oads p,pristine,*O
0.77378,down,-0.061957399999999996,Oads p,pristine,*O
0.77378,up,6.1000999999999994e-05,Oads p,pristine,*O
0.87978,down,-0.01474893,Oads p,pristine,*O
0.87978,up,5.4919999999999996e-05,Oads p,pristine,*O
0.98478,down,-0.00177743,Oads p,pristine,*O
0.98478,up,3.0409e-05,Oads p,pristine,*O
1.09078,down,-0.0023812,Oads p,pristine,*O
1.09078,up,1.6587999999999997e-06,Oads p,pristine,*O
1.19678,down,-0.0138,Oads p,pristine,*O
1.19678,up,-5.2901e-06,Oads p,pristine,*O
1.30278,down,-0.031736,Oads p,pristine,*O
1.30278,up,-2.0174399999999998e-06,Oads p,pristine,*O
1.40878,down,0.044476,Oads p,pristine,*O
1.40878,up,-3.1090899999999994e-07,Oads p,pristine,*O
1.51478,down,0.35891,Oads p,pristine,*O
1.51478,up,-2.3857699999999998e-08,Oads p,pristine,*O
1.62078,down,0.6557999999999999,Oads p,pristine,*O
1.62078,up,-9.7212e-10,Oads p,pristine,*O
1.72678,down,0.50563,Oads p,pristine,*O
1.72678,up,-2.16428e-11,Oads p,pristine,*O
1.83278,down,0.27727,Oads p,pristine,*O
1.83278,up,-2.6722799999999997e-13,Oads p,pristine,*O
1.93878,down,0.49749,Oads p,pristine,*O
1.93878,up,-2.1259e-14,Oads p,pristine,*O
2.04478,down,0.69209,Oads p,pristine,*O
2.04478,up,-2.2519100000000002e-12,Oads p,pristine,*O
2.15078,down,0.39846,Oads p,pristine,*O
2.15078,up,-1.47464e-10,Oads p,pristine,*O
2.25678,down,0.052334,Oads p,pristine,*O
2.25678,up,-5.4301e-09,Oads p,pristine,*O
2.36278,down,-0.034661,Oads p,pristine,*O
2.36278,up,-1.1170500000000001e-07,Oads p,pristine,*O
2.46878,down,-0.015012999999999999,Oads p,pristine,*O
2.46878,up,-1.2618599999999999e-06,Oads p,pristine,*O
2.57478,down,-0.0024397,Oads p,pristine,*O
2.57478,up,-7.4586e-06,Oads p,pristine,*O
2.67978,down,-0.00020653000000000002,Oads p,pristine,*O
2.67978,up,-1.92443e-05,Oads p,pristine,*O
2.78578,down,-5.3646999999999996e-05,Oads p,pristine,*O
2.78578,up,4.34977e-06,Oads p,pristine,*O
2.89178,down,1.1339999999999996e-05,Oads p,pristine,*O
2.89178,up,0.000133275,Oads p,pristine,*O
2.99778,down,0.0005793,Oads p,pristine,*O
2.99778,up,0.000327755,Oads p,pristine,*O
-5.90022,down,0.09706000000000001,Obridge p,pristine,*O
-5.90022,up,0.25916,Obridge p,pristine,*O
-5.79522,down,0.07436000000000001,Obridge p,pristine,*O
-5.79522,up,0.16426000000000002,Obridge p,pristine,*O
-5.68922,down,0.0688,Obridge p,pristine,*O
-5.68922,up,0.061380000000000004,Obridge p,pristine,*O
-5.58322,down,0.07319,Obridge p,pristine,*O
-5.58322,up,0.052684,Obridge p,pristine,*O
-5.47722,down,0.053169999999999995,Obridge p,pristine,*O
-5.47722,up,0.101148,Obridge p,pristine,*O
-5.37122,down,0.018581,Obridge p,pristine,*O
-5.37122,up,0.14968900000000002,Obridge p,pristine,*O
-5.26522,down,0.014368200000000001,Obridge p,pristine,*O
-5.26522,up,0.19382,Obridge p,pristine,*O
-5.15922,down,0.025442,Obridge p,pristine,*O
-5.15922,up,0.23137999999999997,Obridge p,pristine,*O
-5.05322,down,-0.007304,Obridge p,pristine,*O
-5.05322,up,0.21893,Obridge p,pristine,*O
-4.94722,down,-0.02299,Obridge p,pristine,*O
-4.94722,up,0.17564,Obridge p,pristine,*O
-4.84122,down,0.2692,Obridge p,pristine,*O
-4.84122,up,0.1724,Obridge p,pristine,*O
-4.73522,down,0.8707,Obridge p,pristine,*O
-4.73522,up,0.19351000000000002,Obridge p,pristine,*O
-4.62922,down,1.066,Obridge p,pristine,*O
-4.62922,up,0.202989,Obridge p,pristine,*O
-4.52322,down,0.657,Obridge p,pristine,*O
-4.52322,up,0.19917200000000002,Obridge p,pristine,*O
-4.41722,down,0.26583,Obridge p,pristine,*O
-4.41722,up,0.17157499999999998,Obridge p,pristine,*O
-4.31122,down,0.13619,Obridge p,pristine,*O
-4.31122,up,0.137889,Obridge p,pristine,*O
-4.20522,down,0.16397,Obridge p,pristine,*O
-4.20522,up,0.15991,Obridge p,pristine,*O
-4.10022,down,0.22515000000000002,Obridge p,pristine,*O
-4.10022,up,0.23863,Obridge p,pristine,*O
-3.99422,down,0.23459,Obridge p,pristine,*O
-3.99422,up,0.27566999999999997,Obridge p,pristine,*O
-3.88822,down,0.205206,Obridge p,pristine,*O
-3.88822,up,0.22355,Obridge p,pristine,*O
-3.78222,down,0.165666,Obridge p,pristine,*O
-3.78222,up,0.18525,Obridge p,pristine,*O
-3.67622,down,0.16541,Obridge p,pristine,*O
-3.67622,up,0.29835,Obridge p,pristine,*O
-3.57022,down,0.31201,Obridge p,pristine,*O
-3.57022,up,0.48948,Obridge p,pristine,*O
-3.46422,down,0.5538500000000001,Obridge p,pristine,*O
-3.46422,up,0.5209,Obridge p,pristine,*O
-3.35822,down,0.6421,Obridge p,pristine,*O
-3.35822,up,0.35871,Obridge p,pristine,*O
-3.25222,down,0.5200400000000001,Obridge p,pristine,*O
-3.25222,up,0.20715,Obridge p,pristine,*O
-3.14622,down,0.34082,Obridge p,pristine,*O
-3.14622,up,0.19835999999999998,Obridge p,pristine,*O
-3.04022,down,0.21313,Obridge p,pristine,*O
-3.04022,up,0.26396,Obridge p,pristine,*O
-2.93422,down,0.21014,Obridge p,pristine,*O
-2.93422,up,0.27549,Obridge p,pristine,*O
-2.82822,down,0.34725,Obridge p,pristine,*O
-2.82822,up,0.21672999999999998,Obridge p,pristine,*O
-2.72222,down,0.5084299999999999,Obridge p,pristine,*O
-2.72222,up,0.15771000000000002,Obridge p,pristine,*O
-2.61622,down,0.52423,Obridge p,pristine,*O
-2.61622,up,0.12461,Obridge p,pristine,*O
-2.51022,down,0.37603,Obridge p,pristine,*O
-2.51022,up,0.10622,Obridge p,pristine,*O
-2.40522,down,0.23702,Obridge p,pristine,*O
-2.40522,up,0.12579,Obridge p,pristine,*O
-2.29922,down,0.20164,Obridge p,pristine,*O
-2.29922,up,0.19357,Obridge p,pristine,*O
-2.19322,down,0.19283,Obridge p,pristine,*O
-2.19322,up,0.25301,Obridge p,pristine,*O
-2.08722,down,0.16886,Obridge p,pristine,*O
-2.08722,up,0.25374,Obridge p,pristine,*O
-1.98122,down,0.15994,Obridge p,pristine,*O
-1.98122,up,0.21722,Obridge p,pristine,*O
-1.87522,down,0.16326000000000002,Obridge p,pristine,*O
-1.87522,up,0.18721,Obridge p,pristine,*O
-1.76922,down,0.17532,Obridge p,pristine,*O
-1.76922,up,0.18383,Obridge p,pristine,*O
-1.66322,down,0.18736,Obridge p,pristine,*O
-1.66322,up,0.21321,Obridge p,pristine,*O
-1.55722,down,0.15460000000000002,Obridge p,pristine,*O
-1.55722,up,0.25034,Obridge p,pristine,*O
-1.45122,down,0.08727,Obridge p,pristine,*O
-1.45122,up,0.25991,Obridge p,pristine,*O
-1.34522,down,0.05269,Obridge p,pristine,*O
-1.34522,up,0.24921,Obridge p,pristine,*O
-1.23922,down,0.07159,Obridge p,pristine,*O
-1.23922,up,0.23736000000000002,Obridge p,pristine,*O
-1.13322,down,0.10137000000000002,Obridge p,pristine,*O
-1.13322,up,0.20696,Obridge p,pristine,*O
-1.02722,down,0.12498000000000001,Obridge p,pristine,*O
-1.02722,up,0.15664,Obridge p,pristine,*O
-0.92122,down,0.12943,Obridge p,pristine,*O
-0.92122,up,0.13026000000000001,Obridge p,pristine,*O
-0.81522,down,0.086693,Obridge p,pristine,*O
-0.81522,up,0.14951,Obridge p,pristine,*O
-0.71022,down,0.031722,Obridge p,pristine,*O
-0.71022,up,0.18053,Obridge p,pristine,*O
-0.60422,down,0.005688,Obridge p,pristine,*O
-0.60422,up,0.17928,Obridge p,pristine,*O
-0.49822,down,-0.00013860000000000004,Obridge p,pristine,*O
-0.49822,up,0.14294,Obridge p,pristine,*O
-0.39222,down,-0.0012794999999999998,Obridge p,pristine,*O
-0.39222,up,0.108655,Obridge p,pristine,*O
-0.28622,down,-0.0007791,Obridge p,pristine,*O
-0.28622,up,0.0985499,Obridge p,pristine,*O
-0.18022,down,0.0045784,Obridge p,pristine,*O
-0.18022,up,0.11267,Obridge p,pristine,*O
-0.07422,down,0.013515,Obridge p,pristine,*O
-0.07422,up,0.18541000000000002,Obridge p,pristine,*O
0.03178,down,0.014227,Obridge p,pristine,*O
0.03178,up,0.29677,Obridge p,pristine,*O
0.13778,down,0.0057211,Obridge p,pristine,*O
0.13778,up,0.28042,Obridge p,pristine,*O
0.24378,down,0.00036502999999999997,Obridge p,pristine,*O
0.24378,up,0.11713,Obridge p,pristine,*O
0.34978,down,0.00042780000000000004,Obridge p,pristine,*O
0.34978,up,0.0029842999999999996,Obridge p,pristine,*O
0.45578,down,0.0008319600000000001,Obridge p,pristine,*O
0.45578,up,-0.009586899999999999,Obridge p,pristine,*O
0.56178,down,0.00031583800000000003,Obridge p,pristine,*O
0.56178,up,0.0016908000000000001,Obridge p,pristine,*O
0.66778,down,-3.45127e-05,Obridge p,pristine,*O
0.66778,up,0.0030631699999999996,Obridge p,pristine,*O
0.77378,down,-4.66772e-05,Obridge p,pristine,*O
0.77378,up,0.00055207,Obridge p,pristine,*O
0.87978,down,-1.1654e-05,Obridge p,pristine,*O
0.87978,up,-0.00027214,Obridge p,pristine,*O
0.98478,down,-1.29933e-05,Obridge p,pristine,*O
0.98478,up,-0.000127608,Obridge p,pristine,*O
1.09078,down,-0.000145764,Obridge p,pristine,*O
1.09078,up,-2.21862e-05,Obridge p,pristine,*O
1.19678,down,-0.0009470699999999999,Obridge p,pristine,*O
1.19678,up,-3.1268e-06,Obridge p,pristine,*O
1.30278,down,-0.0025497,Obridge p,pristine,*O
1.30278,up,-5.6679e-07,Obridge p,pristine,*O
1.40878,down,0.00189828,Obridge p,pristine,*O
1.40878,up,-7.6844e-08,Obridge p,pristine,*O
1.51478,down,0.0252992,Obridge p,pristine,*O
1.51478,up,-5.7746e-09,Obridge p,pristine,*O
1.62078,down,0.051134439999999996,Obridge p,pristine,*O
1.62078,up,-2.34408e-10,Obridge p,pristine,*O
1.72678,down,0.042364,Obridge p,pristine,*O
1.72678,up,-5.2161999999999995e-12,Obridge p,pristine,*O
1.83278,down,0.033317,Obridge p,pristine,*O
1.83278,up,-6.5429e-14,Obridge p,pristine,*O
1.93878,down,0.07677,Obridge p,pristine,*O
1.93878,up,-2.1541e-13,Obridge p,pristine,*O
2.04478,down,0.10683999999999999,Obridge p,pristine,*O
2.04478,up,-2.4871999999999998e-11,Obridge p,pristine,*O
2.15078,down,0.061908,Obridge p,pristine,*O
2.15078,up,-1.6202999999999999e-09,Obridge p,pristine,*O
2.25678,down,0.008679,Obridge p,pristine,*O
2.25678,up,-5.9100000000000006e-08,Obridge p,pristine,*O
2.36278,down,-0.0051157,Obridge p,pristine,*O
2.36278,up,-1.1941e-06,Obridge p,pristine,*O
2.46878,down,-0.0023033,Obridge p,pristine,*O
2.46878,up,-1.3035e-05,Obridge p,pristine,*O
2.57478,down,-0.00036799,Obridge p,pristine,*O
2.57478,up,-7.1852e-05,Obridge p,pristine,*O
2.67978,down,-2.0789999999999996e-05,Obridge p,pristine,*O
2.67978,up,-0.00015123,Obridge p,pristine,*O
2.78578,down,-2.9910000000000003e-05,Obridge p,pristine,*O
2.78578,up,0.00020772,Obridge p,pristine,*O
2.89178,down,0.000448,Obridge p,pristine,*O
2.89178,up,0.0015533,Obridge p,pristine,*O
2.99778,down,0.0017231,Obridge p,pristine,*O
2.99778,up,0.0029715,Obridge p,pristine,*O
-5.95516,down,0.0580006,Coact d,Al16,*OH
-5.95516,up,0.45355,Coact d,Al16,*OH
-5.84516,down,0.136929,Coact d,Al16,*OH
-5.84516,up,0.44628999999999996,Coact d,Al16,*OH
-5.73416,down,0.24523699999999998,Coact d,Al16,*OH
-5.73416,up,0.36286,Coact d,Al16,*OH
-5.62416,down,0.33312600000000003,Coact d,Al16,*OH
-5.62416,up,0.24742,Coact d,Al16,*OH
