pair_role,energy_eV_rel_EF,minus_pCOHP_total,system,state
Coact-Oads,0.95238,0.0,pristine,*O
Coact-Oads,1.00251,0.0,pristine,*O
Coact-Oads,1.05263,0.0,pristine,*O
Coact-Oads,1.10276,0.0,pristine,*O
Coact-Oads,1.15288,0.0,pristine,*O
Coact-Oads,1.20301,0.0,pristine,*O
Coact-Oads,1.25313,0.0,pristine,*O
Coact-Oads,1.30326,0.0,pristine,*O
Coact-Oads,1.35338,0.0,pristine,*O
Coact-Oads,1.40351,0.0,pristine,*O
Coact-Oads,1.45363,0.0,pristine,*O
Coact-Oads,1.50376,0.0,pristine,*O
Coact-Oads,1.55388,0.0,pristine,*O
Coact-Oads,1.60401,0.0,pristine,*O
Coact-Oads,1.65414,0.0,pristine,*O
Coact-Oads,1.70426,0.0,pristine,*O
Coact-Oads,1.75439,0.0,pristine,*O
Coact-Oads,1.80451,0.0,pristine,*O
Coact-Oads,1.85464,0.0,pristine,*O
Coact-Oads,1.90476,0.0,pristine,*O
Coact-Oads,1.95489,0.0,pristine,*O
Coact-Oads,2.00501,0.0,pristine,*O
Coact-Oads,2.05514,0.0,pristine,*O
Coact-Oads,2.10526,0.0,pristine,*O
Coact-Oads,2.15539,0.0,pristine,*O
Coact-Oads,2.20551,0.0,pristine,*O
Coact-Oads,2.25564,0.0,pristine,*O
Coact-Oads,2.30576,0.0,pristine,*O
Coact-Oads,2.35589,0.0,pristine,*O
Coact-Oads,2.40602,0.0,pristine,*O
Coact-Oads,2.45614,0.0,pristine,*O
Coact-Oads,2.50627,0.0,pristine,*O
Coact-Oads,2.55639,0.0,pristine,*O
Coact-Oads,2.60652,0.0,pristine,*O
Coact-Oads,2.65664,0.0,pristine,*O
Coact-Oads,2.70677,0.0,pristine,*O
Coact-Oads,2.75689,0.0,pristine,*O
Coact-Oads,2.80702,-0.00031999999999999997,pristine,*O
Coact-Oads,2.85714,-0.01166,pristine,*O
Coact-Oads,2.90727,-0.07436,pristine,*O
Coact-Oads,2.95739,-0.13686,pristine,*O
Coact-Obridge,-5.96491,0.31033,pristine,*O
Coact-Obridge,-5.91479,0.22319,pristine,*O
Coact-Obridge,-5.86466,0.36608999999999997,pristine,*O
Coact-Obridge,-5.81454,0.38228999999999996,pristine,*O
Coact-Obridge,-5.76441,0.21214,pristine,*O
Coact-Obridge,-5.71429,0.21207,pristine,*O
Coact-Obridge,-5.66416,0.17309,pristine,*O
Coact-Obridge,-5.61404,0.18306,pristine,*O
Coact-Obridge,-5.56391,0.26212,pristine,*O
Coact-Obridge,-5.51378,0.18179,pristine,*O
Coact-Obridge,-5.46366,0.07124,pristine,*O
Coact-Obridge,-5.41353,0.03708,pristine,*O
Coact-Obridge,-5.36341,0.04147,pristine,*O
Coact-Obridge,-5.31328,0.015609999999999999,pristine,*O
Coact-Obridge,-5.26316,0.00129,pristine,*O
Coact-Obridge,-5.21303,0.0028799999999999997,pristine,*O
Coact-Obridge,-5.16291,0.00961,pristine,*O
Coact-Obridge,-5.11278,0.00648,pristine,*O
Coact-Obridge,-5.06266,0.0009,pristine,*O
Coact-Obridge,-5.01253,0.00014000000000000001,pristine,*O
Coact-Obridge,-4.96241,3.9999999999999996e-05,pristine,*O
Coact-Obridge,-4.91228,0.0,pristine,*O
Coact-Obridge,-4.86216,0.0,pristine,*O
Coact-Obridge,-4.81203,0.00037,pristine,*O
Coact-Obridge,-4.7619,0.007940000000000001,pristine,*O
Coact-Obridge,-4.71178,0.029379999999999996,pristine,*O
Coact-Obridge,-4.66165,0.02001,pristine,*O
Coact-Obridge,-4.61153,0.012799999999999999,pristine,*O
Coact-Obridge,-4.5614,0.07002,pristine,*O
Coact-Obridge,-4.51128,0.08712,pristine,*O
Coact-Obridge,-4.46115,0.025249999999999998,pristine,*O
Coact-Obridge,-4.41103,0.02491,pristine,*O
Coact-Obridge,-4.3609,0.03621,pristine,*O
Coact-Obridge,-4.31078,0.05086,pristine,*O
Coact-Obridge,-4.26065,0.08506000000000001,pristine,*O
Coact-Obridge,-4.21053,0.17623,pristine,*O
Coact-Obridge,-4.1604,0.32973,pristine,*O
Coact-Obridge,-4.11028,0.43162,pristine,*O
Coact-Obridge,-4.06015,0.40371999999999997,pristine,*O
Coact-Obridge,-4.01003,0.20003,pristine,*O
Coact-Obridge,-3.9599,0.12067,pristine,*O
Coact-Obridge,-3.90977,0.10983000000000001,pristine,*O
Coact-Obridge,-3.85965,0.12397999999999999,pristine,*O
Coact-Obridge,-3.80952,0.13151,pristine,*O
Coact-Obridge,-3.7594,0.13308,pristine,*O
Coact-Obridge,-3.70927,0.13504,pristine,*O
Coact-Obridge,-3.65915,0.10894,pristine,*O
Coact-Obridge,-3.60902,0.09293,pristine,*O
Coact-Obridge,-3.5589,0.046630000000000005,pristine,*O
Coact-Obridge,-3.50877,0.03303,pristine,*O
Coact-Obridge,-3.45865,0.06291,pristine,*O
Coact-Obridge,-3.40852,0.13507,pristine,*O
Coact-Obridge,-3.3584,0.18522,pristine,*O
Coact-Obridge,-3.30827,0.24245,pristine,*O
Coact-Obridge,-3.25815,0.37674,pristine,*O
Coact-Obridge,-3.20802,0.37147,pristine,*O
Coact-Obridge,-3.15789,0.26505,pristine,*O
Coact-Obridge,-3.10777,0.2019,pristine,*O
Coact-Obridge,-3.05764,0.15044000000000002,pristine,*O
Coact-Obridge,-3.00752,0.1576,pristine,*O
Coact-Obridge,-2.95739,0.11574000000000001,pristine,*O
Coact-Obridge,-2.90727,0.13972,pristine,*O
Coact-Obridge,-2.85714,0.23770999999999998,pristine,*O
Coact-Obridge,-2.80702,0.36867,pristine,*O
Coact-Obridge,-2.75689,0.33734000000000003,pristine,*O
Coact-Obridge,-2.70677,0.21612,pristine,*O
Coact-Obridge,-2.65664,0.18522,pristine,*O
Coact-Obridge,-2.60652,0.16260999999999998,pristine,*O
Coact-Obridge,-2.55639,0.11266999999999999,pristine,*O
Coact-Obridge,-2.50627,0.12357,pristine,*O
Coact-Obridge,-2.45614,0.14982,pristine,*O
Coact-Obridge,-2.40602,0.11524999999999999,pristine,*O
Coact-Obridge,-2.35589,0.046979999999999994,pristine,*O
Coact-Obridge,-2.30576,0.02506,pristine,*O
Coact-Obridge,-2.25564,0.04010999999999999,pristine,*O
Coact-Obridge,-2.20551,0.049769999999999995,pristine,*O
Coact-Obridge,-2.15539,0.06719,pristine,*O
Coact-Obridge,-2.10526,0.05468,pristine,*O
Coact-Obridge,-2.05514,0.02162,pristine,*O
Coact-Obridge,-2.00501,-0.00983,pristine,*O
Coact-Obridge,-1.95489,-0.01133,pristine,*O
Coact-Obridge,-1.90476,0.03953,pristine,*O
Coact-Obridge,-1.85464,0.06607,pristine,*O
Coact-Obridge,-1.80451,-0.011049999999999997,pristine,*O
Coact-Obridge,-1.75439,-0.04415000000000001,pristine,*O
Coact-Obridge,-1.70426,-0.009039999999999998,pristine,*O
Coact-Obridge,-1.65414,0.01364,pristine,*O
Coact-Obridge,-1.60401,0.02418,pristine,*O
Coact-Obridge,-1.55388,0.02486,pristine,*O
Coact-Obridge,-1.50376,0.02108,pristine,*O
Coact-Obridge,-1.45363,0.00996,pristine,*O
Coact-Obridge,-1.40351,-0.03264,pristine,*O
Coact-Obridge,-1.35338,-0.10396,pristine,*O
Coact-Obridge,-1.30326,-0.09903999999999999,pristine,*O
Coact-Obridge,-1.25313,-0.054270000000000006,pristine,*O
Coact-Obridge,-1.20301,-0.12545,pristine,*O
Coact-Obridge,-1.15288,-0.25023,pristine,*O
Coact-Obridge,-1.10276,-0.22193000000000002,pristine,*O
Coact-Obridge,-1.05263,-0.14015,pristine,*O
Coact-Obridge,-1.00251,-0.14839999999999998,pristine,*O
Coact-Obridge,-0.95238,-0.17468,pristine,*O
Coact-Obridge,-0.90226,-0.09394000000000001,pristine,*O
Coact-Obridge,-0.85213,-0.04625,pristine,*O
Coact-Obridge,-0.80201,-0.0317,pristine,*O
Coact-Obridge,-0.75188,-0.01852,pristine,*O
Coact-Obridge,-0.70175,-0.01064,pristine,*O
Coact-Obridge,-0.65163,-0.00944,pristine,*O
Coact-Obridge,-0.6015,-0.00802,pristine,*O
Coact-Obridge,-0.55138,-0.00307,pristine,*O
Coact-Obridge,-0.50125,-0.00053,pristine,*O
Coact-Obridge,-0.45113,-0.00028000000000000003,pristine,*O
Coact-Obridge,-0.401,-0.00054,pristine,*O
Coact-Obridge,-0.35088,-0.00021,pristine,*O
Coact-Obridge,-0.30075,-2e-05,pristine,*O
Coact-Obridge,-0.25063,0.0,pristine,*O
Coact-Obridge,-0.2005,0.0,pristine,*O
Coact-Obridge,-0.15038,-3.0000000000000004e-05,pristine,*O
Coact-Obridge,-0.10025,-0.00030000000000000003,pristine,*O
Coact-Obridge,-0.05013,-0.00087,pristine,*O
Coact-Obridge,0.0,-0.0006,pristine,*O
Coact-Obridge,0.05013,-0.00018,pristine,*O
Coact-Obridge,0.10025,-2e-05,pristine,*O
Coact-Obridge,0.15038,0.0,pristine,*O
Coact-Obridge,0.2005,0.0,pristine,*O
Coact-Obridge,0.25063,-1e-05,pristine,*O
Coact-Obridge,0.30075,-0.00021,pristine,*O
Coact-Obridge,0.35088,-0.00076,pristine,*O
Coact-Obridge,0.401,-0.0005200000000000001,pristine,*O
Coact-Obridge,0.45113,-6e-05,pristine,*O
Coact-Obridge,0.50125,0.0,pristine,*O
Coact-Obridge,0.55138,0.0,pristine,*O
Coact-Obridge,0.6015,0.0,pristine,*O
Coact-Obridge,0.65163,0.0,pristine,*O
Coact-Obridge,0.70175,0.0,pristine,*O
Coact-Obridge,0.75188,0.0,pristine,*O
Coact-Obridge,0.80201,0.0,pristine,*O
Coact-Obridge,0.85213,0.0,pristine,*O
Coact-Obridge,0.90226,0.0,pristine,*O
Coact-Obridge,0.95238,0.0,pristine,*O
Coact-Obridge,1.00251,0.0,pristine,*O
Coact-Obridge,1.05263,0.0,pristine,*O
Coact-Obridge,1.10276,0.0,pristine,*O
Coact-Obridge,1.15288,0.0,pristine,*O
Coact-Obridge,1.20301,0.0,pristine,*O
Coact-Obridge,1.25313,0.0,pristine,*O
Coact-Obridge,1.30326,-3e-05,pristine,*O
Coact-Obridge,1.35338,-0.00012,pristine,*O
Coact-Obridge,1.40351,-0.00014999999999999996,pristine,*O
Coact-Obridge,1.45363,-0.00037,pristine,*O
Coact-Obridge,1.50376,-0.0007999999999999999,pristine,*O
Coact-Obridge,1.55388,-0.00227,pristine,*O
Coact-Obridge,1.60401,-0.00298,pristine,*O
Coact-Obridge,1.65414,-0.00217,pristine,*O
Coact-Obridge,1.70426,-0.0010400000000000001,pristine,*O
Coact-Obridge,1.75439,-0.00078,pristine,*O
Coact-Obridge,1.80451,-0.00029,pristine,*O
Coact-Obridge,1.85464,-0.0010400000000000001,pristine,*O
Coact-Obridge,1.90476,-0.02114,pristine,*O
Coact-Obridge,1.95489,-0.09477000000000001,pristine,*O
Coact-Obridge,2.00501,-0.08773,pristine,*O
Coact-Obridge,2.05514,-0.03243,pristine,*O
Coact-Obridge,2.10526,-0.01994,pristine,*O
Coact-Obridge,2.15539,-0.0053,pristine,*O
Coact-Obridge,2.20551,-0.0023,pristine,*O
Coact-Obridge,2.25564,-0.0054,pristine,*O
Coact-Obridge,2.30576,-0.00303,pristine,*O
Coact-Obridge,2.35589,-0.00031,pristine,*O
Coact-Obridge,2.40602,-1e-05,pristine,*O
Coact-Obridge,2.45614,-0.0001,pristine,*O
Coact-Obridge,2.50627,-0.00026,pristine,*O
Coact-Obridge,2.55639,-0.00014,pristine,*O
Coact-Obridge,2.60652,-0.00021,pristine,*O
Coact-Obridge,2.65664,-0.0022,pristine,*O
Coact-Obridge,2.70677,-0.004690000000000001,pristine,*O
Coact-Obridge,2.75689,-0.00235,pristine,*O
Coact-Obridge,2.80702,-0.00038,pristine,*O
Coact-Obridge,2.85714,-6e-05,pristine,*O
Coact-Obridge,2.90727,-0.00264,pristine,*O
Coact-Obridge,2.95739,-0.03259,pristine,*O
Coact-Oads,-5.96491,0.14154,Al16,*OH
Coact-Oads,-5.91479,0.15711,Al16,*OH
Coact-Oads,-5.86466,0.16749,Al16,*OH
Coact-Oads,-5.81454,0.20481,Al16,*OH
Coact-Oads,-5.76441,0.22037,Al16,*OH
Coact-Oads,-5.71429,0.18327000000000002,Al16,*OH
Coact-Oads,-5.66416,0.17136,Al16,*OH
Coact-Oads,-5.61404,0.19912000000000002,Al16,*OH
Coact-Oads,-5.56391,0.17319,Al16,*OH
Coact-Oads,-5.51378,0.12231,Al16,*OH
Coact-Oads,-5.46366,0.07334,Al16,*OH
Coact-Oads,-5.41353,0.07283,Al16,*OH
Coact-Oads,-5.36341,0.10434,Al16,*OH
Coact-Oads,-5.31328,0.08413000000000001,Al16,*OH
Coact-Oads,-5.26316,0.05686,Al16,*OH
Coact-Oads,-5.21303,0.07632,Al16,*OH
Coact-Oads,-5.16291,0.17959,Al16,*OH
Coact-Oads,-5.11278,0.44975,Al16,*OH
Coact-Oads,-5.06266,0.55181,Al16,*OH
Coact-Oads,-5.01253,0.38908000000000004,Al16,*OH
Coact-Oads,-4.96241,0.29404,Al16,*OH
Coact-Oads,-4.91228,0.23328,Al16,*OH
Coact-Oads,-4.86216,0.19505,Al16,*OH
Coact-Oads,-4.81203,0.23383,Al16,*OH
Coact-Oads,-4.7619,0.55861,Al16,*OH
Coact-Oads,-4.71178,0.65381,Al16,*OH
Coact-Oads,-4.66165,0.28125,Al16,*OH
Coact-Oads,-4.61153,0.17028,Al16,*OH
Coact-Oads,-4.5614,0.19971,Al16,*OH
Coact-Oads,-4.51128,0.22536,Al16,*OH
Coact-Oads,-4.46115,0.1629,Al16,*OH
Coact-Oads,-4.41103,0.10822,Al16,*OH
Coact-Oads,-4.3609,0.12313,Al16,*OH
Coact-Oads,-4.31078,0.17423,Al16,*OH
Coact-Oads,-4.26065,0.16487,Al16,*OH
Coact-Oads,-4.21053,0.10224,Al16,*OH
Coact-Oads,-4.1604,0.07227,Al16,*OH
Coact-Oads,-4.11028,0.053349999999999995,Al16,*OH
Coact-Oads,-4.06015,0.03186,Al16,*OH
Coact-Oads,-4.01003,-0.00997,Al16,*OH
Coact-Oads,-3.9599,-0.038110000000000005,Al16,*OH
Coact-Oads,-3.90977,-0.010199999999999999,Al16,*OH
Coact-Oads,-3.85965,0.02627,Al16,*OH
Coact-Oads,-3.80952,0.04114,Al16,*OH
Coact-Oads,-3.7594,0.08803,Al16,*OH
Coact-Oads,-3.70927,0.10683,Al16,*OH
Coact-Oads,-3.65915,0.05015,Al16,*OH
Coact-Oads,-3.60902,0.035750000000000004,Al16,*OH
Coact-Oads,-3.5589,0.059399999999999994,Al16,*OH
Coact-Oads,-3.50877,0.06124,Al16,*OH
Coact-Oads,-3.45865,0.03444,Al16,*OH
Coact-Oads,-3.40852,0.02275,Al16,*OH
Coact-Oads,-3.3584,0.01115,Al16,*OH
Coact-Oads,-3.30827,0.0008900000000000002,Al16,*OH
Coact-Oads,-3.25815,0.005309999999999999,Al16,*OH
Coact-Oads,-3.20802,0.02166,Al16,*OH
Coact-Oads,-3.15789,0.04405,Al16,*OH
Coact-Oads,-3.10777,0.10064999999999999,Al16,*OH
Coact-Oads,-3.05764,0.09056,Al16,*OH
Coact-Oads,-3.00752,0.017279999999999997,Al16,*OH
Coact-Oads,-2.95739,-0.02444,Al16,*OH
Coact-Oads,-2.90727,-0.0522,Al16,*OH
Coact-Oads,-2.85714,-0.0623,Al16,*OH
Coact-Oads,-2.80702,-0.07017,Al16,*OH
Coact-Oads,-2.75689,-0.06820000000000001,Al16,*OH
Coact-Oads,-2.70677,-0.07547,Al16,*OH
Coact-Oads,-2.65664,-0.05642,Al16,*OH
Coact-Oads,-2.60652,-0.02642,Al16,*OH
Coact-Oads,-2.55639,-0.01476,Al16,*OH
Coact-Oads,-2.50627,-0.006130000000000001,Al16,*OH
Coact-Oads,-2.45614,-0.0025899999999999986,Al16,*OH
Coact-Oads,-2.40602,-0.002959999999999999,Al16,*OH
Coact-Oads,-2.35589,-0.020839999999999997,Al16,*OH
Coact-Oads,-2.30576,-0.048729999999999996,Al16,*OH
Coact-Oads,-2.25564,-0.06089,Al16,*OH
Coact-Oads,-2.20551,-0.06788,Al16,*OH
Coact-Oads,-2.15539,-0.07898,Al16,*OH
Coact-Oads,-2.10526,-0.06688,Al16,*OH
Coact-Oads,-2.05514,-0.05863,Al16,*OH
Coact-Oads,-2.00501,-0.05232,Al16,*OH
Coact-Oads,-1.95489,-0.02982,Al16,*OH
Coact-Oads,-1.90476,0.01625,Al16,*OH
Coact-Oads,-1.85464,0.02902,Al16,*OH
Coact-Oads,-1.80451,-0.01644,Al16,*OH
Coact-Oads,-1.75439,-0.03233,Al16,*OH
Coact-Oads,-1.70426,-0.03723,Al16,*OH
Coact-Oads,-1.65414,-0.031120000000000002,Al16,*OH
Coact-Oads,-1.60401,-0.03891,Al16,*OH
Coact-Oads,-1.55388,-0.046400000000000004,Al16,*OH
Coact-Oads,-1.50376,-0.02633,Al16,*OH
Coact-Oads,-1.45363,-0.01349,Al16,*OH
Coact-Oads,-1.40351,-0.00769,Al16,*OH
Coact-Oads,-1.35338,-0.00463,Al16,*OH
Coact-Oads,-1.30326,-0.00082,Al16,*OH
Coact-Oads,-1.25313,0.0024799999999999996,Al16,*OH
Coact-Oads,-1.20301,-0.004200000000000001,Al16,*OH
Coact-Oads,-1.15288,-0.039420000000000004,Al16,*OH
Coact-Oads,-1.10276,-0.05497,Al16,*OH
Coact-Oads,-1.05263,-0.02405,Al16,*OH
Coact-Oads,-1.00251,-0.02024,Al16,*OH
Coact-Oads,-0.95238,-0.04284,Al16,*OH
Coact-Oads,-0.90226,-0.05882999999999999,Al16,*OH
Coact-Oads,-0.85213,-0.10876000000000001,Al16,*OH
Coact-Oads,-0.80201,-0.08919,Al16,*OH
Coact-Oads,-0.75188,-0.01863,Al16,*OH
Coact-Oads,-0.70175,-0.00823,Al16,*OH
Coact-Oads,-0.65163,-0.0034,Al16,*OH
Coact-Oads,-0.6015,0.0014500000000000008,Al16,*OH
Coact-Oads,-0.55138,-0.00428,Al16,*OH
Coact-Oads,-0.50125,-0.02728,Al16,*OH
Coact-Oads,-0.45113,-0.04372,Al16,*OH
Coact-Oads,-0.401,-0.02676,Al16,*OH
Coact-Oads,-0.35088,-0.01682,Al16,*OH
Coact-Oads,-0.30075,-0.03939,Al16,*OH
Coact-Oads,-0.25063,-0.11097,Al16,*OH
Coact-Oads,-0.2005,-0.26383,Al16,*OH
Coact-Oads,-0.15038,-0.23421,Al16,*OH
Coact-Oads,-0.10025,-0.04754,Al16,*OH
Coact-Oads,-0.05013,-0.00713,Al16,*OH
Coact-Oads,0.0,-0.00272,Al16,*OH
Coact-Oads,0.05013,-0.0007,Al16,*OH
Coact-Oads,0.10025,-8e-05,Al16,*OH
Coact-Oads,0.15038,0.0,Al16,*OH
Coact-Oads,0.2005,0.0,Al16,*OH
Coact-Oads,0.25063,0.0,Al16,*OH
Coact-Oads,0.30075,0.0,Al16,*OH
Coact-Oads,0.35088,0.0,Al16,*OH
Coact-Oads,0.401,0.0,Al16,*OH
Coact-Oads,0.45113,0.0,Al16,*OH
Coact-Oads,0.50125,0.0,Al16,*OH
Coact-Oads,0.55138,0.0,Al16,*OH
Coact-Oads,0.6015,0.0,Al16,*OH
Coact-Oads,0.65163,0.0,Al16,*OH
Coact-Oads,0.70175,0.0,Al16,*OH
Coact-Oads,0.75188,0.0,Al16,*OH
Coact-Oads,0.80201,0.0,Al16,*OH
Coact-Oads,0.85213,0.0,Al16,*OH
Coact-Oads,0.90226,0.0,Al16,*OH
Coact-Oads,0.95238,0.0,Al16,*OH
Coact-Oads,1.00251,0.0,Al16,*OH
Coact-Oads,1.05263,0.0,Al16,*OH
Coact-Oads,1.10276,0.0,Al16,*OH
Coact-Oads,1.15288,0.0,Al16,*OH
Coact-Oads,1.20301,0.0,Al16,*OH
Coact-Oads,1.25313,0.0,Al16,*OH
Coact-Oads,1.30326,0.0,Al16,*OH
Coact-Oads,1.35338,0.0,Al16,*OH
Coact-Oads,1.40351,0.0,Al16,*OH
Coact-Oads,1.45363,0.0,Al16,*OH
Coact-Oads,1.50376,0.0,Al16,*OH
Coact-Oads,1.55388,0.0,Al16,*OH
Coact-Oads,1.60401,0.0,Al16,*OH
Coact-Oads,1.65414,0.0,Al16,*OH
Coact-Oads,1.70426,0.0,Al16,*OH
Coact-Oads,1.75439,0.0,Al16,*OH
Coact-Oads,1.80451,0.0,Al16,*OH
Coact-Oads,1.85464,0.0,Al16,*OH
Coact-Oads,1.90476,0.0,Al16,*OH
Coact-Oads,1.95489,0.0,Al16,*OH
Coact-Oads,2.00501,0.0,Al16,*OH
Coact-Oads,2.05514,0.0,Al16,*OH
Coact-Oads,2.10526,-0.00021999999999999998,Al16,*OH
Coact-Oads,2.15539,-0.01299,Al16,*OH
Coact-Oads,2.20551,-0.13919,Al16,*OH
Coact-Oads,2.25564,-0.3147,Al16,*OH
Coact-Oads,2.30576,-0.15803,Al16,*OH
Coact-Oads,2.35589,-0.0166,Al16,*OH
Coact-Oads,2.40602,-0.00317,Al16,*OH
Coact-Oads,2.45614,-0.01061,Al16,*OH
Coact-Oads,2.50627,-0.01906,Al16,*OH
Coact-Oads,2.55639,-0.015050000000000001,Al16,*OH
Coact-Oads,2.60652,-0.01729,Al16,*OH
Coact-Oads,2.65664,-0.21754,Al16,*OH
Coact-Oads,2.70677,-0.56906,Al16,*OH
Coact-Oads,2.75689,-0.28329,Al16,*OH
Coact-Oads,2.80702,-0.07127,Al16,*OH
Coact-Oads,2.85714,-0.11127000000000001,Al16,*OH
Coact-Oads,2.90727,-0.17132,Al16,*OH
Coact-Oads,2.95739,-0.17876999999999998,Al16,*OH
Coact-Obridge,-5.96491,0.381,Al16,*OH
Coact-Obridge,-5.91479,0.21656999999999998,Al16,*OH
Coact-Obridge,-5.86466,0.04961,Al16,*OH
Coact-Obridge,-5.81454,0.10649,Al16,*OH
Coact-Obridge,-5.76441,0.12747,Al16,*OH
Coact-Obridge,-5.71429,0.07734,Al16,*OH
Coact-Obridge,-5.66416,-0.029599999999999998,Al16,*OH
Coact-Obridge,-5.61404,-0.08499,Al16,*OH
Coact-Obridge,-5.56391,-0.04904,Al16,*OH
Coact-Obridge,-5.51378,-0.050210000000000005,Al16,*OH
Coact-Obridge,-5.46366,-0.04667,Al16,*OH
Coact-Obridge,-5.41353,0.00324,Al16,*OH
Coact-Obridge,-5.36341,0.10886,Al16,*OH
Coact-Obridge,-5.31328,0.16729999999999998,Al16,*OH
Coact-Obridge,-5.26316,0.13565,Al16,*OH
Coact-Obridge,-5.21303,0.17809,Al16,*OH
Coact-Obridge,-5.16291,0.16882999999999998,Al16,*OH
Coact-Obridge,-5.11278,0.14650000000000002,Al16,*OH
Coact-Obridge,-5.06266,0.10462,Al16,*OH
Coact-Obridge,-5.01253,0.06081,Al16,*OH
Coact-Obridge,-4.96241,0.07808000000000001,Al16,*OH
Coact-Obridge,-4.91228,0.23388,Al16,*OH
Coact-Obridge,-4.86216,0.53005,Al16,*OH
Coact-Obridge,-4.81203,0.88042,Al16,*OH
Coact-Obridge,-4.7619,0.92704,Al16,*OH
Coact-Obridge,-4.71178,1.17983,Al16,*OH
Coact-Obridge,-4.66165,0.63702,Al16,*OH
Coact-Obridge,-4.61153,0.31001999999999996,Al16,*OH
Coact-Obridge,-4.5614,0.38348,Al16,*OH
Coact-Obridge,-4.51128,0.2162,Al16,*OH
Coact-Obridge,-4.46115,0.12339,Al16,*OH
Coact-Obridge,-4.41103,0.21161,Al16,*OH
Coact-Obridge,-4.3609,0.30612,Al16,*OH
Coact-Obridge,-4.31078,0.21089,Al16,*OH
Coact-Obridge,-4.26065,0.16528,Al16,*OH
Coact-Obridge,-4.21053,0.12697,Al16,*OH
Coact-Obridge,-4.1604,0.09134,Al16,*OH
Coact-Obridge,-4.11028,0.11796000000000001,Al16,*OH
Coact-Obridge,-4.06015,0.09239,Al16,*OH
Coact-Obridge,-4.01003,0.06252,Al16,*OH
Coact-Obridge,-3.9599,0.04273,Al16,*OH
Coact-Obridge,-3.90977,0.06820999999999999,Al16,*OH
Coact-Obridge,-3.85965,0.055779999999999996,Al16,*OH
Coact-Obridge,-3.80952,-0.0317,Al16,*OH
Coact-Obridge,-3.7594,-0.11107,Al16,*OH
Coact-Obridge,-3.70927,-0.08009,Al16,*OH
Coact-Obridge,-3.65915,-0.03685,Al16,*OH
Coact-Obridge,-3.60902,-0.05003,Al16,*OH
Coact-Obridge,-3.5589,-0.07572999999999999,Al16,*OH
Coact-Obridge,-3.50877,-0.07022,Al16,*OH
Coact-Obridge,-3.45865,-0.12029,Al16,*OH
Coact-Obridge,-3.40852,-0.16587000000000002,Al16,*OH
Coact-Obridge,-3.3584,-0.128,Al16,*OH
Coact-Obridge,-3.30827,-0.09715,Al16,*OH
Coact-Obridge,-3.25815,-0.056369999999999996,Al16,*OH
Coact-Obridge,-3.20802,-0.00631,Al16,*OH
Coact-Obridge,-3.15789,0.032260000000000004,Al16,*OH
Coact-Obridge,-3.10777,0.03559,Al16,*OH
Coact-Obridge,-3.05764,0.02198,Al16,*OH
Coact-Obridge,-3.00752,0.00841,Al16,*OH
Coact-Obridge,-2.95739,-0.00030000000000000003,Al16,*OH
Coact-Obridge,-2.90727,-0.0121,Al16,*OH
Coact-Obridge,-2.85714,-0.01854,Al16,*OH
Coact-Obridge,-2.80702,-0.005719999999999999,Al16,*OH
Coact-Obridge,-2.75689,-0.0005400000000000005,Al16,*OH
Coact-Obridge,-2.70677,0.0015199999999999997,Al16,*OH
Coact-Obridge,-2.65664,-0.00171,Al16,*OH
Coact-Obridge,-2.60652,0.00575,Al16,*OH
Coact-Obridge,-2.55639,0.01109,Al16,*OH
Coact-Obridge,-2.50627,0.00395,Al16,*OH
Coact-Obridge,-2.45614,0.00029,Al16,*OH
Coact-Obridge,-2.40602,0.00030000000000000003,Al16,*OH
Coact-Obridge,-2.35589,-0.0012900000000000001,Al16,*OH
Coact-Obridge,-2.30576,-0.0015999999999999999,Al16,*OH
Coact-Obridge,-2.25564,-0.00408,Al16,*OH
Coact-Obridge,-2.20551,-0.00485,Al16,*OH
Coact-Obridge,-2.15539,0.04587,Al16,*OH
Coact-Obridge,-2.10526,0.09767,Al16,*OH
Coact-Obridge,-2.05514,0.03874,Al16,*OH
Coact-Obridge,-2.00501,-0.048369999999999996,Al16,*OH
Coact-Obridge,-1.95489,-0.05342,Al16,*OH
Coact-Obridge,-1.90476,-0.06484000000000001,Al16,*OH
Coact-Obridge,-1.85464,-0.11059,Al16,*OH
Coact-Obridge,-1.80451,-0.12066,Al16,*OH
Coact-Obridge,-1.75439,-0.07487,Al16,*OH
Coact-Obridge,-1.70426,-0.02558,Al16,*OH
Coact-Obridge,-1.65414,-0.0026700000000000005,Al16,*OH
Coact-Obridge,-1.60401,0.005640000000000001,Al16,*OH
Coact-Obridge,-1.55388,-0.00269,Al16,*OH
Coact-Obridge,-1.50376,-0.0012200000000000006,Al16,*OH
Coact-Obridge,-1.45363,0.04109,Al16,*OH
Coact-Obridge,-1.40351,0.08437,Al16,*OH
Coact-Obridge,-1.35338,0.035590000000000004,Al16,*OH
Coact-Obridge,-1.30326,-0.02296,Al16,*OH
Coact-Obridge,-1.25313,-0.06539,Al16,*OH
Coact-Obridge,-1.20301,-0.06466,Al16,*OH
Coact-Obridge,-1.15288,-0.11791,Al16,*OH
Coact-Obridge,-1.10276,-0.28091,Al16,*OH
Coact-Obridge,-1.05263,-0.14493,Al16,*OH
Coact-Obridge,-1.00251,-0.0189,Al16,*OH
Coact-Obridge,-0.95238,-0.00347,Al16,*OH
